osiics_16_code;problem_type;osiics_16_level_1;osiics_16_level_2;osiics_16_level_3;osiics_16_level_4
MOJM;Illness;Opthalmological;;Developmental anomaly;Myopia
MOZ1;Illness;Opthalmological;;Unknown/not specified;Ophthalmological illness (excl trauma)
MAEO;Illness;Thermoregulatory;;Environmental - exercise-related;Hypothermia
MAE1;Illness;Thermoregulatory;;Environmental - exercise-related;Heat illness
MEIM;Illness;Otological;;Infection;Middle ear infection
MEIR;Illness;Otological;;Infection;Ear +/- sinuses/throat infection
MEIE;Illness;Otological;;Infection;Otitis externa
MEIX;Illness;Otological;;Infection;Ear infection
MSAA;Illness;Psychiatric/psychological;;Allergic;Antenatal anxiety
MSAD;Illness;Psychiatric/psychological;;Allergic;Antenatal depression
MAES;Illness;Thermoregulatory;;Environmental - exercise-related;Hyperthermia/heat stroke
MXEB;Illness;Unknown or not specified;;Environmental - exercise-related;Barotrauma
MXED;Illness;Unknown or not specified;;Environmental - exercise-related;Decompression sickness
MDSS;Illness;Dermatological;;Environmental - non-exercise;Sunburn
MYSBT;Illness;Endocrinological;;Environmental - non-exercise;Mastalgia (cyclical breast tenderness)
MUSD;Illness;Genitourinary;;Environmental - non-exercise;Erectile dysfunction non-exercise related
MNSV;Illness;Neurological;;Environmental - non-exercise;Vertigo, unknown cause
MSNA;Mental health problem;Psychiatric/psychological;;Metabolic/nutritional;Anorexia nervosa
MSNM;Mental health problem;Psychiatric/psychological;;Metabolic/nutritional;RED-S (Relative Energy Deficiency in Sport)
MSNB;Mental health problem;Psychiatric/psychological;;Metabolic/nutritional;Bulimia nervosa
MSXS;Mental health problem;Psychiatric/psychological;;Multiple;Somatisation
MSX6;Mental health problem;Psychiatric/psychological;;Multiple;Psychological/psychiatric
MSXB;Mental health problem;Psychiatric/psychological;;Multiple;Bipolar disorders
MSXD;Mental health problem;Psychiatric/psychological;;Multiple;Depression/mood disorder
MSDA;Mental health problem;Psychiatric/psychological;;Unknown/not specified;Behavioural disorder (alcohol, drugs)
MSZX;Mental health problem;Psychiatric/psychological;;Unknown/not specified;Other psychological/psychiatric disorder not otherwise specified
MSZA;Mental health problem;Psychiatric/psychological;;Unknown/not specified;Adjustment disorder (incl burrnout)
MSZG;Mental health problem;Psychiatric/psychological;;Unknown/not specified;Behavioural disorder (eg gambling/other addiction)
MPAA;Illness;Respiratory;;Allergic;Asthma - allergic
MPAL;Illness;Respiratory;;Allergic;Allergy - rhinitis/sinusitis/hayfever
MPA3;Illness;Respiratory;;Allergic;Asthma/allergy/hay fever/respiratory
MOSP;Illness;Opthalmological;;Environmental - non-exercise;Pterygium
MESC;Illness;Otological;;Environmental - non-exercise;Ear wax/cerumen
MPYS;Illness;Respiratory;;Immunological/inflammatory;Pulmonary sarcoidosis
MPIX;Illness;Respiratory;;Infection;Other upper respiratory tract infection
MPICL;Illness;Respiratory;;Infection;Post COVID-19 condition (including long COVID)
MPI1;Illness;Respiratory;;Infection;Respiratory system infection
MPIB;Illness;Respiratory;;Infection;Bronchitis
MPIC;Illness;Respiratory;;Infection;COVID-19 infection
MPICA;Illness;Respiratory;;Infection;COVID-19 asymptomatic picked up on screening
MPIG;Illness;Respiratory;;Infection;Pharyngitis
MPIH;Illness;Respiratory;;Infection;Sinus headache
MPII;Illness;Respiratory;;Infection;Influenza virus
MPIL;Illness;Respiratory;;Infection;Other lower respiratory tract infection
MPIP;Illness;Respiratory;;Infection;Pneumonia/bronchitis/lower respiratory tract infection
MPIRS;Illness;Respiratory;;Infection;Respiratory Syncytial Virus (RSV)
MPIS;Illness;Respiratory;;Infection;Sinusitis
MPIV;Illness;Respiratory;;Infection;Respiratory infection suspected of being COVID-19
MPIT;Illness;Respiratory;;Infection;Tonsillitis
MPICV;Illness;Respiratory;;Infection;Adverse reaction to a covid-19 vaccine
MPBC;Illness;Respiratory;;Neoplasm;Respiratory neoplasm
MPVE;Illness;Respiratory;;Thrombotic/haemorrhagic;Pulmonary embolus
MPCX;Illness;Respiratory;;Degenerative or chronic condition;Chronic airflow limitation
MPJC;Illness;Respiratory;;Developmental anomaly;Cystic fibrosis
MPXX;Illness;Respiratory;;Multiple;Respiratory disease
MPZT;Illness;Respiratory;;Unknown/not specified;Nose /throat illness /condition
MPZX;Illness;Respiratory;;Unknown/not specified;Other respiratory illness not otherwise specified
MSSH;Mental health problem;Psychiatric/psychological;;Environmental - non-exercise;Attention deficit hyperactivity disorder
MSSP;Mental health problem;Psychiatric/psychological;;Environmental - non-exercise;Specific phobias
MSSS;Mental health problem;Psychiatric/psychological;;Environmental - non-exercise;Sleep disorders
MSSA;Mental health problem;Psychiatric/psychological;;Environmental - non-exercise;Anxiety/panic/compulsive disorder
MPSA;Illness;Respiratory;;Environmental - non-exercise;Respiratory symptoms from air pollution
MXSE;Illness;Unknown or not specified;;Environmental - non-exercise;Environmental illness
MXIM;Illness;Unknown or not specified;;Infection;Malaria
MXIX;Illness;Unknown or not specified;;Infection;Infection
MXI5;Illness;Unknown or not specified;;Infection;Virus proven by serology
MXI8;Illness;Unknown or not specified;;Infection;Infection, other
MXICV;Illness;Unknown or not specified;;Infection;Chikungunya
MXID;Illness;Unknown or not specified;;Infection;Dengue fever
MXIG;Illness;Unknown or not specified;;Infection;Glandular fever
MXIMP;Illness;Unknown or not specified;;Infection;Mumps
MXIRV;Illness;Unknown or not specified;;Infection;Rubella
MXITB;Illness;Unknown or not specified;;Infection;Tuberculosis
MXIMS;Illness;Unknown or not specified;;Infection;Measles
MXIV;Illness;Unknown or not specified;;Infection;Chicken pox
MXBCH;Illness;Unknown or not specified;;Neoplasm;Tumour head
MXN1;Illness;Unknown or not specified;;Metabolic/nutritional;Tired athlete undiagnosed
MXN7;Illness;Unknown or not specified;;Metabolic/nutritional;Nutritional (including vitamin deficiency)
MXNS;Illness;Unknown or not specified;;Metabolic/nutritional;Advice on legality of drug/supplement
MXJT;Illness;Unknown or not specified;;Developmental anomaly;Condition related to transgender status
MXJD;Illness;Unknown or not specified;;Developmental anomaly;Condition related to sexual dimorphism
MXDD;Illness;Unknown or not specified;;Drug-related/poisoning;Drug use/overdose/poisoning
MZIQ;Illness;Unknown or not specified;;Infection;Quarantine due to overseas travel or contact tracing
MZXX;Illness;Unknown or not specified;;Multiple;Medical illness undiagnosed/other
MZZ3;Illness;Unknown or not specified;;Unknown/not specified;Preparation for overseas travel - advice immunisations
MZZX;Illness;Unknown or not specified;;Unknown/not specified;Other medical illness
MZZR;Illness;Unknown or not specified;;Unknown/not specified;Prescription repeat
MZZP;Illness;Unknown or not specified;;Unknown/not specified;Paperwork
MZZO;Illness;Unknown or not specified;;Unknown/not specified;Obesity
MZZE;Illness;Unknown or not specified;;Unknown/not specified;Advice on equipment/other aids e.g. appropriate footwear.
MZZC;Illness;Unknown or not specified;;Unknown/not specified;Medical certificate
MZZ4;Illness;Unknown or not specified;;Unknown/not specified;Exercise prescription
MZZZ;Illness;Unknown or not specified;;Unknown/not specified;Referral
MZZ2;Illness;Unknown or not specified;;Unknown/not specified;Screening
MZZ1;Illness;Unknown or not specified;;Unknown/not specified;Consultation
MZZ6;Illness;Unknown or not specified;;Unknown/not specified;Education
